timestamp;T_BOILER100;T_BOILER200;T_IN;T_MF4_IN;T_MF4_OUT;T_MM2_IN;T_MM2_OUT;Sinal_vazao1
2025-05-21 07:20:10;-100.0;-100.0;-100.0;21.1;26.96;33.07;27.58;0.0
2025-05-21 07:20:11;-100.0;-100.0;-100.0;19.78;29.02;33.12;26.65;0.0
2025-05-21 07:20:12;-100.0;-100.0;-100.0;15.07;31.53;32.83;26.97;0.0
2025-05-21 07:20:13;-100.0;-100.0;-100.0;17.48;31.5;32.62;26.89;0.0
2025-05-21 07:20:14;-100.0;-100.0;-100.0;15.08;32.1;32.76;26.8;0.0
2025-05-21 07:20:34;-100.0;-100.0;-100.0;17.86;26.1;33.86;26.55;0.0
2025-05-21 07:20:35;-100.0;-100.0;-100.0;14.88;26.49;33.89;26.47;0.0
2025-05-21 07:20:39;-100.0;-100.0;-100.0;24.78;26.47;33.05;26.29;0.0
2025-05-21 07:20:40;-100.0;-100.0;-100.0;26.77;26.71;33.04;26.28;0.0
2025-05-21 07:20:41;-100.0;-100.0;-100.0;16.64;27.38;33.23;26.24;0.0
2025-05-21 07:20:42;-100.0;-100.0;-100.0;20.23;27.49;33.16;26.24;0.0
2025-05-21 07:20:43;-100.0;-100.0;-100.0;19.96;27.63;33.62;26.48;0.0
2025-05-21 07:20:44;-100.0;-100.0;-100.0;18.38;27.43;33.57;26.74;0.0
